ОСНОВНИЙ НАПРЯМОК,ЗУПИНКА,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,ЗАГАЛЬНА К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ EUROTRIPS,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ КОНКУРЕНТАМИ,global_add_score,global_trim_score,dir_add_score,dir_trim_score,recommendation,priority,note
Іспанія,Ліньяно,ліньяно,CITY,4,0,4,"0,69167234","0,18332766","0,757501702","0,204998298",ADD,HIGH,Додати в маршрут
Іспанія,Монсеррат,монсеррат,CITY,4,0,4,"0,7008497374","0,1741502626","0,7602549212","0,2022450788",ADD,HIGH,Додати в маршрут
Іспанія,Нюрнберг,нюрнберг,CITY,4,0,4,"0,7153662193","0,1596337807","0,7646098658","0,1978901342",ADD,HIGH,Додати в маршрут
Іспанія,Узбережжя Іспанії,узбережжя іспанії,OTHER,4,0,4,"0,8552022064","0,01979779356","0,9565606619","0,005939338067",ADD,HIGH,Додати в маршрут
Іспанія,Інтерлакен,інтерлакен,CITY,4,0,4,"0,6795161792","0,15","0,7538548538","0,195",ADD,HIGH,Додати в маршрут
Італія,Адріатичне Узбережжя,адріатичне узбережжя,OTHER,4,0,4,"0,5527311438","0,0822688562","0,8658193431","0,02468065686",ADD,HIGH,Додати в маршрут
Італія,Блед,блед,CITY,4,0,4,"0,706314627","0,168685373","0,7618943881","0,2006056119",ADD,HIGH,Додати в маршрут
Італія,Больцано,больцано,CITY,4,0,4,"0,7007780282","0,1742219718","0,7602334085","0,2022665915",ADD,HIGH,Додати в маршрут
Італія,Грац,грац,CITY,4,0,4,"0,715862245","0,159137755","0,7647586735","0,1977413265",ADD,HIGH,Додати в маршрут
Італія,Канни,канни,CITY,4,0,4,"0,5861099158","0,1965823919","0,7258329747","0,2089747176",ADD,HIGH,Додати в маршрут
Італія,Ліньяно,ліньяно,CITY,4,0,4,"0,69167234","0,18332766","0,757501702","0,204998298",ADD,HIGH,Додати в маршрут
Італія,Равенна,равенна,CITY,4,0,4,"0,6725812907","0,2024187093","0,7517743872","0,2107256128",ADD,HIGH,Додати в маршрут
Італія,Сабб Ядоро,сабб ядоро,CITY,4,0,4,"0,6910742566","0,1839257434","0,757322277","0,205177723",ADD,HIGH,Додати в маршрут
Австрія,Егерсалок,егерсалок,CITY,4,0,4,"0,6983955896","0,1766044104","0,7595186769","0,2029813231",ADD,HIGH,Додати в маршрут
Австрія,Зальцкаммергут,зальцкаммергут,CITY,4,0,4,"0,7213647045","0,1536352955","0,7664094114","0,1960905886",ADD,HIGH,Додати в маршрут
Австрія,Сентендре,сентендре,CITY,4,0,4,"0,5682681369","0,1867318631","0,7204804411","0,2060195589",ADD,HIGH,Додати в маршрут
Австрія,Фюссен,фюссен,CITY,4,0,4,"0,6880080286","0,1869919714","0,7564024086","0,2060975914",ADD,HIGH,Додати в маршрут
Албанія,Вльора,вльора,CITY,4,0,4,"0,683733212","0,1912667881","0,7551199636","0,2073800364",ADD,HIGH,Додати в маршрут
Албанія,Одеса,одеса,CITY,4,0,4,"0,6905396262","0,1844603738","0,7571618878","0,2053381122",ADD,HIGH,Додати в маршрут
Бельгія,Брюссель,брюссель,CITY,4,0,4,"0,6695736095","0,1574263905","0,7508720829","0,1972279171",ADD,HIGH,Додати в маршрут
Греція,Едеса,едеса,CITY,4,0,4,"0,6286314913","0,2463685087","0,7385894474","0,2239105526",ADD,HIGH,Додати в маршрут
Греція,Каллітея,каллітея,CITY,4,0,4,"0,6292431495","0,2457568505","0,7387729449","0,2237270551",ADD,HIGH,Додати в маршрут
Греція,О Скіафос,о скіафос,CITY,4,0,4,"0,6439861713","0,2310138288","0,7431958514","0,2193041486",ADD,HIGH,Додати в маршрут
Греція,Олімпійська Рів Єра,олімпійська рів єра,OTHER,4,0,4,"0,7939861713","0,08101382875","0,9381958514","0,02430414863",ADD,HIGH,Додати в маршрут
Нідерланди,Ганновер,ганновер,CITY,4,0,4,"0,6978018245","0,1771981755","0,7593405474","0,2031594527",ADD,HIGH,Додати в маршрут
Нідерланди,Люксембург,люксембург,COUNTRY,4,0,4,"0,730573456",0,"0,7691720368",0,ADD,HIGH,Додати в маршрут
Нідерланди,Парк Кекенхоф,парк кекенхоф,OTHER,4,0,4,"0,8482322688","0,02676773122","0,9544696806","0,008030319366",ADD,HIGH,Додати в маршрут
Нідерланди,Утрехт,утрехт,CITY,4,0,4,"0,6860056064","0,1889943936","0,7558016819","0,2066983181",ADD,HIGH,Додати в маршрут
Франція,Верона,верона,CITY,4,0,4,"0,4539755457","0,1977686404","0,6861926637","0,2093305921",ADD,HIGH,Додати в маршрут
Франція,Вюрцбург,вюрцбург,CITY,4,0,4,"0,7426251371","0,15","0,7727875411","0,195",ADD,HIGH,Додати в маршрут
Франція,Гейдельберг,гейдельберг,CITY,4,0,4,"0,7414645234","0,15","0,772439357","0,195",ADD,HIGH,Додати в маршрут
Франція,Ерфурт,ерфурт,CITY,4,0,4,"0,7244029789","0,1505970211","0,7673208937","0,1951791063",ADD,HIGH,Додати в маршрут
Франція,Сен,сен,CITY,4,0,4,"0,6835798729","0,1914201271","0,7550739619","0,2074260381",ADD,HIGH,Додати в маршрут
Франція,Цюрих,цюрих,CITY,4,0,4,"0,7205323991","0,154467601","0,7661597197","0,1963402803",ADD,HIGH,Додати в маршрут
Хорватія,Дубровник,дубровник,CITY,4,0,4,"0,6536233771","0,2213766229","0,7460870131","0,2164129869",ADD,HIGH,Додати в маршрут
Хорватія,Загреб,загреб,CITY,4,0,4,"0,6827535929","0,1922464071","0,7548260779","0,2076739221",ADD,HIGH,Додати в маршрут
Хорватія,Спліт,спліт,CITY,4,0,4,"0,6370427131","0,2379572869","0,7411128139","0,2213871861",ADD,HIGH,Додати в маршрут
Чорногорія,Белград,белград,CITY,4,0,4,"0,6894243621","0,1855756379","0,7568273086","0,2056726914",ADD,HIGH,Додати в маршрут
Чорногорія,Будванська Рів Єра,будванська рів єра,OTHER,4,0,4,"0,8168685262","0,05813147385","0,9450605578","0,01743944216",ADD,HIGH,Додати в маршрут
Чорногорія,Дубровнік,дубровнік,CITY,4,0,4,"0,6668685262","0,2081314739","0,7500605578","0,2124394422",ADD,HIGH,Додати в маршрут
Чорногорія,Пераст,пераст,CITY,4,0,4,"0,6369124688","0,2380875312","0,7410737406","0,2214262594",ADD,HIGH,Додати в маршрут
Чорногорія,Ульцинь,ульцинь,CITY,4,0,4,"0,6331099434","0,2418900566","0,739932983","0,222567017",ADD,HIGH,Додати в маршрут
Чорногорія,Цетинє,цетинє,CITY,4,0,4,"0,6501678028","0,2248321972","0,7450503408","0,2174496592",ADD,HIGH,Додати в маршрут
Чорногорія,Цетіньє,цетіньє,CITY,4,0,4,"0,6814322082","0,1935677918","0,7544296625","0,2080703375",ADD,HIGH,Додати в маршрут
Швейцарія,Будапешт,будапешт,CITY,4,0,4,"0,5712832273","0,1862342552","0,7213849682","0,2058702766",ADD,HIGH,Додати в маршрут
Швейцарія,Кольмар,кольмар,CITY,4,0,4,"0,7303906009","0,15","0,7691171803","0,195",ADD,HIGH,Додати в маршрут
Швейцарія,Нюрнберг,нюрнберг,CITY,4,0,4,"0,7153662193","0,1596337807","0,7646098658","0,1978901342",ADD,HIGH,Додати в маршрут
Швеція,Рига,рига,CITY,4,0,4,"0,4936030151","0,1967816003","0,6980809045","0,2090344801",ADD,HIGH,Додати в маршрут
Швеція,Стокгольм,стокгольм,CITY,4,0,4,"0,4960527364","0,194331879","0,6988158209","0,2082995637",ADD,HIGH,Додати в маршрут
Іспанія,Бамберг,бамберг,CITY,3,0,3,"0,7208915053","0,1541084947","0,7662674516","0,1962325484",ADD,HIGH,Додати в маршрут
Іспанія,Блед,блед,CITY,3,0,3,"0,706314627","0,168685373","0,7618943881","0,2006056119",ADD,HIGH,Додати в маршрут
Іспанія,Генуя,генуя,CITY,3,0,3,"0,7016067816","0,1733932184","0,7604820345","0,2020179655",ADD,HIGH,Додати в маршрут
Іспанія,Езоло,езоло,CITY,3,0,3,"0,6594452406","0,2155547594","0,7478335722","0,2146664278",ADD,HIGH,Додати в маршрут
Іспанія,Женева,женева,CITY,3,0,3,"0,7365064402","0,15","0,7709519321","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Ллорет Де Мар,ллорет де мар,CITY,3,0,3,"0,7065063689","0,1684936311","0,7619519107","0,2005480893",ADD,HIGH,Додати в маршрут
Іспанія,Люцерн,люцерн,CITY,3,0,3,"0,6924600443","0,1501075232","0,7577380133","0,195032257",ADD,HIGH,Додати в маршрут
Іспанія,Лідо,лідо,CITY,3,0,3,"0,6594452406","0,2155547594","0,7478335722","0,2146664278",ADD,HIGH,Додати в маршрут
Іспанія,Мюнхен,мюнхен,CITY,3,0,3,"0,7063148635","0,1686851365","0,761894459","0,200605541",ADD,HIGH,Додати в маршрут
Іспанія,Озеро Комо,озеро комо,OTHER,3,0,3,"0,7667497825","0,01594252521","0,9300249347","0,004782757563",ADD,HIGH,Додати в маршрут
Італія,Бад Ішль,бад ішль,CITY,3,0,3,"0,6807270082","0,1942729918","0,7542181025","0,2082818975",ADD,HIGH,Додати в маршрут
Італія,Гаета,гаета,CITY,3,0,3,"0,692237752","0,182762248","0,7576713256","0,2048286744",ADD,HIGH,Додати в маршрут
Італія,Зальцкаммергут,зальцкаммергут,CITY,3,0,3,"0,7213647045","0,1536352955","0,7664094114","0,1960905886",ADD,HIGH,Додати в маршрут
Італія,Комо,комо,CITY,3,0,3,"0,6729906174","0,2020093826","0,7518971852","0,2106028148",ADD,HIGH,Додати в маршрут
Італія,Лугано,лугано,CITY,3,0,3,"0,7288072428","0,15","0,7686421728","0,195",ADD,HIGH,Додати в маршрут
Італія,Мукачево,мукачево,CITY,3,0,3,"0,5268480045","0,1981519955","0,7080544014","0,2094455986",ADD,HIGH,Додати в маршрут
Італія,Позітано,позітано,CITY,3,0,3,"0,699614767","0,175385233","0,7598844301","0,2026155699",ADD,HIGH,Додати в маршрут
Італія,Сан Джіміньяно,сан джіміньяно,CITY,3,0,3,"0,7003449942","0,1746550058","0,7601034983","0,2023965017",ADD,HIGH,Додати в маршрут
Австрія,Больцано,больцано,CITY,3,0,3,"0,7007780282","0,1742219718","0,7602334085","0,2022665915",ADD,HIGH,Додати в маршрут
Австрія,Мішкольц,мішкольц,CITY,3,0,3,"0,693688074","0,181311926","0,7581064222","0,2043935778",ADD,HIGH,Додати в маршрут
Австрія,Тренто,тренто,CITY,3,0,3,"0,6992756771","0,1757243229","0,7597827031","0,2027172969",ADD,HIGH,Додати в маршрут
Албанія,Бухарест,бухарест,CITY,3,0,3,"0,5367880186","0,1782119814","0,7110364056","0,2034635944",ADD,HIGH,Додати в маршрут
Бельгія,Амстердам,амстердам,CITY,3,0,3,"0,6468509075","0,1696125071","0,7440552723","0,2008837521",ADD,HIGH,Додати в маршрут
Бельгія,Краків,краків,CITY,3,0,3,"0,6594794274","0,167198425","0,7478438282","0,2001595275",ADD,HIGH,Додати в маршрут
Греція,Епідавр,епідавр,CITY,3,0,3,"0,6729972593","0,2020027407","0,7518991778","0,2106008222",ADD,HIGH,Додати в маршрут
Греція,Мікени,мікени,CITY,3,0,3,"0,6729972593","0,2020027407","0,7518991778","0,2106008222",ADD,HIGH,Додати в маршрут
Греція,Нафпліон,нафпліон,CITY,3,0,3,"0,6729972593","0,2020027407","0,7518991778","0,2106008222",ADD,HIGH,Додати в маршрут
Греція,Пефкохорі,пефкохорі,CITY,3,0,3,"0,6268862408","0,2481137592","0,7380658722","0,2244341278",ADD,HIGH,Додати в маршрут
Греція,Скоп Є,скоп є,CITY,3,0,3,"0,6964190646","0,1785809354","0,7589257194","0,2035742806",ADD,HIGH,Додати в маршрут
Греція,Халкідікі,халкідікі,CITY,3,0,3,"0,6268862408","0,2481137592","0,7380658722","0,2244341278",ADD,HIGH,Додати в маршрут
Нідерланди,Версаль,версаль,CITY,3,0,3,"0,7188799665","0,1561200335","0,7656639899","0,1968360101",ADD,HIGH,Додати в маршрут
Нідерланди,Гент,гент,CITY,3,0,3,"0,7297501855","0,15","0,7689250556","0,195",ADD,HIGH,Додати в маршрут
Нідерланди,Кельн,кельн,CITY,3,0,3,"0,7212172969","0,1537827031","0,7663651891","0,1961348109",ADD,HIGH,Додати в маршрут
Нідерланди,Лейден,лейден,CITY,3,0,3,"0,6914614584","0,1835385416","0,7574384375","0,2050615625",ADD,HIGH,Додати в маршрут
Нідерланди,Парк Ефтелінг,парк ефтелінг,OTHER,3,0,3,"0,8587278795","0,01627212055","0,9576183638","0,004881636165",ADD,HIGH,Додати в маршрут
Німеччина,Варшава,варшава,CITY,3,0,3,"0,7141328693","0,1608671307","0,7642398608","0,1982601392",ADD,HIGH,Додати в маршрут
Німеччина,Відень,відень,CITY,3,0,3,"0,5916002364","0,175937077","0,7274800709","0,2027811231",ADD,HIGH,Додати в маршрут
Німеччина,Майсен,майсен,CITY,3,0,3,"0,7144158367","0,1605841633","0,764324751","0,198175249",ADD,HIGH,Додати в маршрут
Польща,Величка,величка,CITY,3,0,3,"0,7060084269","0,1689915731","0,7618025281","0,2006974719",ADD,HIGH,Додати в маршрут
Португалія,Мадрид,мадрид,CITY,3,0,3,"0,7221865917","0,1528134084","0,7666559775","0,1958440225",ADD,HIGH,Додати в маршрут
Португалія,Обідуш,обідуш,CITY,3,0,3,"0,7221865917","0,1528134084","0,7666559775","0,1958440225",ADD,HIGH,Додати в маршрут
Португалія,Порту,порту,CITY,3,0,3,"0,7221865917","0,1528134084","0,7666559775","0,1958440225",ADD,HIGH,Додати в маршрут
Португалія,Сінтра,сінтра,CITY,3,0,3,"0,7221865917","0,1528134084","0,7666559775","0,1958440225",ADD,HIGH,Додати в маршрут
Португалія,Толедо,толедо,CITY,3,0,3,"0,7221865917","0,1528134084","0,7666559775","0,1958440225",ADD,HIGH,Додати в маршрут
Румунія,Буштені,буштені,CITY,3,0,3,"0,7135828912","0,1614171089","0,7640748673","0,1984251327",ADD,HIGH,Додати в маршрут
Румунія,Пояна Брашов,пояна брашов,CITY,3,0,3,"0,6884828283","0,1865171717","0,7565448485","0,2059551515",ADD,HIGH,Додати в маршрут
Румунія,Ришнов,ришнов,CITY,3,0,3,"0,7404124203","0,15","0,7721237261","0,195",ADD,HIGH,Додати в маршрут
Румунія,Сібіу,сібіу,CITY,3,0,3,"0,7161134519","0,1588865481","0,7648340356","0,1976659644",ADD,HIGH,Додати в маршрут
Румунія,Сігішоара,сігішоара,CITY,3,0,3,"0,740694808","0,15","0,7722084424","0,195",ADD,HIGH,Додати в маршрут
Угорщина,Тапольце,тапольце,CITY,3,0,3,"0,7212810179","0,1537189821","0,7663843054","0,1961156946",ADD,HIGH,Додати в маршрут
Угорщина,Токай,токай,CITY,3,0,3,"0,7178835999","0,1571164001","0,76536508","0,19713492",ADD,HIGH,Додати в маршрут
Франція,Сен,cен,CITY,3,0,3,"0,7464927005","0,15","0,7739478102","0,195",ADD,HIGH,Додати в маршрут
Франція,Ванс,ванс,CITY,3,0,3,"0,6827020297","0,1922979703","0,7548106089","0,2076893911",ADD,HIGH,Додати в маршрут
Франція,Долина Луари,долина луари,OTHER,3,0,3,"0,8933669072",0,"0,9680100721",0,ADD,HIGH,Додати в маршрут
Франція,Зальцкаммергут,зальцкаммергут,CITY,3,0,3,"0,7213647045","0,1536352955","0,7664094114","0,1960905886",ADD,HIGH,Додати в маршрут
Франція,Кан,кан,CITY,3,0,3,"0,7464927005","0,15","0,7739478102","0,195",ADD,HIGH,Додати в маршрут
Франція,Канни,канни,CITY,3,0,3,"0,5861099158","0,1965823919","0,7258329747","0,2089747176",ADD,HIGH,Додати в маршрут
Франція,Карло,карло,CITY,3,0,3,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Франція,Кельн,кельн,CITY,3,0,3,"0,7212172969","0,1537827031","0,7663651891","0,1961348109",ADD,HIGH,Додати в маршрут
Франція,Лувр,лувр,OTHER,3,0,3,"0,8548083793","0,02019162068","0,9564425138","0,006057486205",ADD,HIGH,Додати в маршрут
Франція,Майсен,майсен,CITY,3,0,3,"0,7144158367","0,1605841633","0,764324751","0,198175249",ADD,HIGH,Додати в маршрут
Франція,Мон,мон,CITY,3,0,3,"0,7464927005","0,15","0,7739478102","0,195",ADD,HIGH,Додати в маршрут
Франція,Мон Сен Мішель,мон сен мішель,CITY,3,0,3,"0,4792154452","0,1557845548","0,6937646336","0,1967353664",ADD,HIGH,Додати в маршрут
Франція,Монте,монте,CITY,3,0,3,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Франція,Мілан,мілан,CITY,3,0,3,"0,5922410541","0,1736680369","0,7276723162","0,2021004111",ADD,HIGH,Додати в маршрут
Франція,Мішель,мішель,CITY,3,0,3,"0,7464927005","0,15","0,7739478102","0,195",ADD,HIGH,Додати в маршрут
Франція,Парк Діснейленд,парк діснейленд,OTHER,3,0,3,"0,8506075916","0,02439240843","0,9551822775","0,00731772253",ADD,HIGH,Додати в маршрут
Франція,Поль,поль,CITY,3,0,3,"0,6827020297","0,1922979703","0,7548106089","0,2076893911",ADD,HIGH,Додати в маршрут
Франція,Сен Мало,сен мало,CITY,3,0,3,"0,4804770406","0,1545229594","0,6941431122","0,1963568878",ADD,HIGH,Додати в маршрут
Франція,Турс,турс,CITY,3,0,3,"0,7464927005","0,15","0,7739478102","0,195",ADD,HIGH,Додати в маршрут
Хорватія,Будва,будва,CITY,3,0,3,"0,6596347313","0,2153652687","0,7478904194","0,2146095806",ADD,HIGH,Додати в маршрут
Хорватія,Котор,котор,CITY,3,0,3,"0,6577368806","0,2172631194","0,7473210642","0,2151789358",ADD,HIGH,Додати в маршрут
Хорватія,О Крк,о крк,CITY,3,0,3,"0,648746513","0,226253487","0,7446239539","0,2178760461",ADD,HIGH,Додати в маршрут
Хорватія,Цетинє,цетинє,CITY,3,0,3,"0,6501678028","0,2248321972","0,7450503408","0,2174496592",ADD,HIGH,Додати в маршрут
Чехія,Брно,брно,CITY,3,0,3,"0,7158671213","0,1591328787","0,7647601364","0,1977398636",ADD,HIGH,Додати в маршрут
Чехія,Кутна Гора,кутна гора,CITY,3,0,3,"0,7205115356","0,1544884644","0,7661534607","0,1963465393",ADD,HIGH,Додати в маршрут
Чорногорія,Каньйони Річок Тара І Морача,каньйони річок тара і морача,OTHER,3,0,3,"0,8116746961","0,06332530394","0,9435024088","0,01899759118",ADD,HIGH,Додати в маршрут
Чорногорія,Негуши,негуши,CITY,3,0,3,"0,6616746961","0,2133253039","0,7485024088","0,2139975912",ADD,HIGH,Додати в маршрут
Чорногорія,Петровац На Мору,петровац на мору,CITY,3,0,3,"0,6336863002","0,2413136999","0,74010589","0,22239411",ADD,HIGH,Додати в маршрут
Чорногорія,Шкодер,шкодер,CITY,3,0,3,"0,6728317266","0,2021682734","0,751849518","0,210650482",ADD,HIGH,Додати в маршрут
Швейцарія,Ансі,ансі,CITY,3,0,3,"0,7446616723","0,15","0,7733985017","0,195",ADD,HIGH,Додати в маршрут
Швейцарія,Бамберг,бамберг,CITY,3,0,3,"0,7208915053","0,1541084947","0,7662674516","0,1962325484",ADD,HIGH,Додати в маршрут
Швейцарія,Вроцлав,вроцлав,CITY,3,0,3,"0,6732765614","0,1642234386","0,7519829684","0,1992670316",ADD,HIGH,Додати в маршрут
Швейцарія,Лугано,лугано,CITY,3,0,3,"0,7288072428","0,15","0,7686421728","0,195",ADD,HIGH,Додати в маршрут
Швейцарія,Інсбрук,інсбрук,CITY,3,0,3,"0,7108313309","0,1641686691","0,7632493993","0,1992506007",ADD,HIGH,Додати в маршрут
Швеція,Таллінн,таллінн,CITY,3,0,3,"0,5507568146","0,1742431854","0,7152270444","0,2022729556",ADD,HIGH,Додати в маршрут
Іспанія,Андора,андора,CITY,2,0,2,"0,7081659371","0,1668340629","0,7624497811","0,2000502189",ADD,HIGH,Додати в маршрут
Іспанія,Верона,верона,CITY,2,0,2,"0,4539755457","0,1977686404","0,6861926637","0,2093305921",ADD,HIGH,Додати в маршрут
Іспанія,Вроцлав,вроцлав,CITY,2,0,2,"0,6732765614","0,1642234386","0,7519829684","0,1992670316",ADD,HIGH,Додати в маршрут
Іспанія,Гора Монсеррат,гора монсеррат,OTHER,2,0,2,"0,8696742239","0,00532577615","0,9609022672","0,001597732845",ADD,HIGH,Додати в маршрут
Іспанія,Егерсалок,егерсалок,CITY,2,0,2,"0,6983955896","0,1766044104","0,7595186769","0,2029813231",ADD,HIGH,Додати в маршрут
Іспанія,Кадакес,кадакес,CITY,2,0,2,"0,6993473087","0,1756526913","0,7598041926","0,2026958074",ADD,HIGH,Додати в маршрут
Іспанія,Карло,карло,CITY,2,0,2,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Іспанія,Лазурне Узбережжя,лазурне узбережжя,OTHER,2,0,2,"0,867424228","0,007575772013","0,9602272684","0,002272731604",ADD,HIGH,Додати в маршрут
Іспанія,Марсель,марсель,CITY,2,0,2,"0,6570074193","0,2179925807","0,7471022258","0,2153977742",ADD,HIGH,Додати в маршрут
Іспанія,Монте,монте,CITY,2,0,2,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Іспанія,Монте Карло,монте карло,CITY,2,0,2,"0,7081659371","0,1668340629","0,7624497811","0,2000502189",ADD,HIGH,Додати в маршрут
Іспанія,Мукачево,мукачево,CITY,2,0,2,"0,5268480045","0,1981519955","0,7080544014","0,2094455986",ADD,HIGH,Додати в маршрут
Іспанія,Прага,прага,CITY,2,0,2,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Іспанія,Рейнський Водоспад,рейнський водоспад,OTHER,2,0,2,"0,7721091769","0,002890823119","0,9316327531","0,0008672469356",ADD,HIGH,Додати в маршрут
Іспанія,Сабб Ядоро,сабб ядоро,CITY,2,0,2,"0,6910742566","0,1839257434","0,757322277","0,205177723",ADD,HIGH,Додати в маршрут
Іспанія,Тосса,тосса,CITY,2,0,2,"0,6993473087","0,1756526913","0,7598041926","0,2026958074",ADD,HIGH,Додати в маршрут
Іспанія,Трієст,трієст,CITY,2,0,2,"0,6960201722","0,1789798278","0,7588060516","0,2036939484",ADD,HIGH,Додати в маршрут
Італія,Ассізі,ассізі,CITY,2,0,2,"0,6961685647","0,1788314353","0,7588505694","0,2036494306",ADD,HIGH,Додати в маршрут
Італія,Барі,барі,CITY,2,0,2,"0,706836995","0,168163005","0,7620510985","0,2004489015",ADD,HIGH,Додати в маршрут
Італія,Дель,дель,CITY,2,0,2,"0,692798738","0,182201262","0,7578396214","0,2046603786",ADD,HIGH,Додати в маршрут
Італія,Джиміньяно,джиміньяно,CITY,2,0,2,"0,7199514378","0,1550485622","0,7659854313","0,1965145687",ADD,HIGH,Додати в маршрут
Італія,Езоло,езоло,CITY,2,0,2,"0,6594452406","0,2155547594","0,7478335722","0,2146664278",ADD,HIGH,Додати в маршрут
Італія,Клагенфурт,клагенфурт,CITY,2,0,2,"0,7164085324","0,1585914676","0,7649225597","0,1975774403",ADD,HIGH,Додати в маршрут
Італія,Лукка,лукка,CITY,2,0,2,"0,7067814744","0,1682185256","0,7620344423","0,2004655577",ADD,HIGH,Додати в маршрут
Італія,Лідо,лідо,CITY,2,0,2,"0,6594452406","0,2155547594","0,7478335722","0,2146664278",ADD,HIGH,Додати в маршрут
Італія,Матера,матера,CITY,2,0,2,"0,706836995","0,168163005","0,7620510985","0,2004489015",ADD,HIGH,Додати в маршрут
Італія,Милан,милан,CITY,2,0,2,"0,6807802709","0,1942197291","0,7542340813","0,2082659187",ADD,HIGH,Додати в маршрут
Італія,Мурано Бурано,мурано бурано,CITY,2,0,2,"0,6340618633","0,2409381367","0,740218559","0,222281441",ADD,HIGH,Додати в маршрут
Італія,О Мурано,о мурано,CITY,2,0,2,"0,7433463344","0,15","0,7730039003","0,195",ADD,HIGH,Додати в маршрут
Італія,Оз Мольвено,оз мольвено,CITY,2,0,2,"0,6854896249","0,1895103751","0,7556468875","0,2068531125",ADD,HIGH,Додати в маршрут
Італія,Оз Мізуріна,оз мізуріна,CITY,2,0,2,"0,6854896249","0,1895103751","0,7556468875","0,2068531125",ADD,HIGH,Додати в маршрут
Італія,Озеро Блед,озеро блед,OTHER,2,0,2,"0,6059491063","0,02905089371","0,8817847319","0,008715268113",ADD,HIGH,Додати в маршрут
Італія,Озеро Мольвено,озеро мольвено,OTHER,2,0,2,"0,8588278647","0,01617213534","0,9576483594","0,004851640601",ADD,HIGH,Додати в маршрут
Італія,Орвієто,орвієто,CITY,2,0,2,"0,7138676773","0,1611323227","0,7641603032","0,1983396968",ADD,HIGH,Додати в маршрут
Італія,Париж,париж,CITY,2,0,2,"0,6774769481","0,1627404432","0,7532430844","0,198822133",ADD,HIGH,Додати в маршрут
Італія,Пиза,пиза,CITY,2,0,2,"0,6872189387","0,1877810613","0,7561656816","0,2063343184",ADD,HIGH,Додати в маршрут
Італія,Прага,прага,CITY,2,0,2,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Італія,Салерно,салерно,CITY,2,0,2,"0,7066093161","0,1683906839","0,7619827948","0,2005172052",ADD,HIGH,Додати в маршрут
Італія,Стрий,стрий,CITY,2,0,2,"0,05589093446","0,2191090655","0,5667672803","0,2157327197",ADD,HIGH,Додати в маршрут
Італія,Турін,турін,CITY,2,0,2,"0,7119827746","0,1630172254","0,7635948324","0,1989051676",ADD,HIGH,Додати в маршрут
Італія,Ужгород,ужгород,CITY,2,0,2,"0,6524246776","0,2225753224","0,7457274033","0,2167725967",ADD,HIGH,Додати в маршрут
Італія,Феррара,феррара,CITY,2,0,2,"0,6931870462","0,1818129538","0,7579561138","0,2045438862",ADD,HIGH,Додати в маршрут
Італія,Флоренция,флоренция,CITY,2,0,2,"0,6872189387","0,1877810613","0,7561656816","0,2063343184",ADD,HIGH,Додати в маршрут
Австрія,Цюрих,цюрих,CITY,2,0,2,"0,7205323991","0,154467601","0,7661597197","0,1963402803",ADD,HIGH,Додати в маршрут
Австрія,Інсбрук,інсбрук,CITY,2,0,2,"0,7108313309","0,1641686691","0,7632493993","0,1992506007",ADD,HIGH,Додати в маршрут
Албанія,Велико Тирново,велико тирново,CITY,2,0,2,"0,7240800739","0,1509199261","0,7672240222","0,1952759778",ADD,HIGH,Додати в маршрут
Албанія,Гірокастра,гірокастра,CITY,2,0,2,"0,6335139334","0,2414860666","0,74005418","0,22244582",ADD,HIGH,Додати в маршрут
Албанія,Ксаміл,ксаміл,CITY,2,0,2,"0,6335139334","0,2414860666","0,74005418","0,22244582",ADD,HIGH,Додати в маршрут
Албанія,Ксаміль Саранда,ксаміль саранда,CITY,2,0,2,"0,6541262408","0,2208737592","0,7462378722","0,2162621278",ADD,HIGH,Додати в маршрут
Албанія,Львів,львів,CITY,2,0,2,"0,5042565542","0,1799484667","0,7012769663","0,20398454",ADD,HIGH,Додати в маршрут
Албанія,Салоніки,салоніки,CITY,2,0,2,"0,6600824279","0,2149175721","0,7480247284","0,2144752716",ADD,HIGH,Додати в маршрут
Албанія,Саранда,саранда,CITY,2,0,2,"0,678159569","0,196840431","0,7534478707","0,2090521293",ADD,HIGH,Додати в маршрут
Бельгія,Антверпен,антверпен,CITY,2,0,2,"0,2999639407","0,1750360593","0,6399891822","0,2025108178",ADD,HIGH,Додати в маршрут
Бельгія,Берлін,берлін,CITY,2,0,2,"0,6853183385","0,1678634797","0,7555955016","0,2003590439",ADD,HIGH,Додати в маршрут
