URL туру,Назва туру,День №,Місто / Локація,Факультативи (назва + ціна),Опис дня,Симв.
https://www.accordtour.com/tours/1118341/tab/tab_price,Любовне зізнання: Відень + Прага!,3,Відень – Прага,уємо відвідати: Королівський відпочинок – курорт Карлові Вари: 30€; ю музикою курортних оркестрів... Кутна Гора і замок Штейнберг: 36€,"Сніданок. Вільний час в Празі У вільний час рекомендуємо відвідати: Королівський відпочинок – курорт Карлові Вари ( Дорослий: 30€ / Діти: 26€ ) Наш шлях веде в одну з мальовничих долин в Західній Чехії, в курортне місто – Карлові Вари. Це царство мінеральних джерел, лікеру Бехеровка, скла та порцеляни. Місто з чудовою архітектурою, спокійним дзюрчанням води, солодким запахом вафель та романтичною музикою курортних оркестрів... Кутна Гора і замок Штейнберг ( Дорослий: 36€ / Діти: 30€ ) Це старовинне місто срібних рудокопів із затишними маленькими будиночками, кам'яною бруківкою та магазинчиками",600
https://www.accordtour.com/tours/1118341/tab/tab_price,Любовне зізнання: Відень + Прага!,4,Відень – Вахау,нуємо відвідати на вибір: Автобусна екскурсія Величний Відень: 26€,"Сніданок. Вільний день у Відні. У вільний час пропонуємо відвідати на вибір: Автобусна екскурсія Величний Відень ( Дорослий: 26€ / Діти до 16 років: 21€ , до 5 років: 0€ ) Таємниче середньовіччя, блискуче 19 століття, круговорот музики, історії, мистецтва – все це Відень, неповторний і прекрасний! ""Це моя воля!"" – цими словами імператор Франц Йосиф розпорядився про будівництво Рінгштрассе, де велично розташувалися будівлі Парламенту, Ратуші, Бургтеатра. Ми також побачимо найвеселішу пам'ятку – химерний будинок Хундертвасер! А на завершення екскурсії – ""відвідаємо"" принца Євгенія Савойського і ",600
https://www.accordtour.com/tours/1118341/tab/tab_price,Любовне зізнання: Відень + Прага!,5,Львів,отелю. Переїзд в Угорщину. Запрошуємо відвідати Таємнича Буда: 18€; ський Палац! Дегустація вин та смачний гуляш в Долині Красунь: 25€,"Ранній сніданок Виселення з готелю. Переїзд в Угорщину. Запрошуємо відвідати Таємнича Буда ( Дорослий: 18€ / Діти до 16 років: 13€ , до 6 років: 0€ ) Один з самих романтичних та старовинних куточків Будапешта... Ніби маленьке середньовічне місто з мальовничими вуличками і стародавніми будівлями... Будайська фортеця, Рибацький бастіон, собор св. Матяша, пам'ятник Святій Трійці і... сам Королівський Палац! Дегустація вин та смачний гуляш в Долині Красунь ( Дорослий: 25€ / Діти до 16 років: 18€ ) Рекомендуємо дегустацію егерських вин і смачний гуляш в Долині Красунь!!! Найвідоміше вино – ""Бича Кр",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",1,Львів – Краків,бажанні групи і наявності часу. Казімеж – особлива атмосфера: 18€; богемний район із креативним настроєм Пива багато не буває: 30€,"Відправлення в тур. (Місце відправки: залізничний вокзал м.Львів, площа Двірцева 1) Переїзд по Україні, перетин кордонів. Прибуття в Краків. Екскурсія Королівський Краків (входить у вартість туру) Краків — місто легенд, мистецтва і шарму. Тут хочеться загубитись у вуличках, зупинитись на каву і закохатись у момент. При бажанні групи і наявності часу. Казімеж – особлива атмосфера ( Дорослий: 18€ / Діти до 16 років: 13€ , до 5 років: 0€ ) Казімеж — богемний район із креативним настроєм Пива багато не буває ( Дорослий: 30€ / Діти: 26€ ) У Польщі варять гарне пиво і знають про нього безліч історій",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",2,Зальцбург – Гальштат,ідчути. За бажанням групи. Озерний рай – долина Зальцкамергут: 46€,"Сніданок. Переїзд в Австрію. Екскурсія Зальцбург – звуки музики (входить у вартість туру) Зальцбург — альпійська казка, де звучить музика Моцарта і живе дух бароко. Його називають північною Флоренцією за велич і витонченість. Тут — палаци, собори, фонтани, сади й атмосфера мистецтва, яка проникає в кожен крок. Це місто, яке хочеться не просто побачити — а відчути. За бажанням групи. Озерний рай – долина Зальцкамергут ( Дорослий: 46€ / Діти до 16 років: 36€ , до 5 років: 0€ ) Понад 50 кришталево чистих озер, альпійські містечка з пастельними фасадами та пейзажі, які виглядають ніби з обкладинки",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",3,Ліхтенштейн – Цюрих – Рейнський водоспад – Люцерн – Мюлуз,групи і наявності часу. Ліхтенштейн: Князівство на долоні...: 20€,"Сніданок. При бажанні групи і наявності часу. Ліхтенштейн: Князівство на долоні... ( Дорослий: 20€ / Діти до 16 років: 16€ ) Князівство Ліхтенштейн - одна з найменших країн Європи, розміром усього 160 км&sup2;, але з великим характером. Його столиця Вадуц - затишне гірське містечко з атмосферою швейцарського спокою й міжнародного стилю. Головна перлина - князівський замок на пагорбі, резиденція правлячої родини, частини якої збереглися ще з XII століття. Мініатюрна держава, що дивує кожного, хто шукає щось особливе. Швейцарія - це рай, її уявляють по-різному і лише опинившись тут кожен знаходи",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",4,Люцерн – Лугано – Гребля Верзаска – Мілан,з екскурсій на вибір: Бернський Оберланд і долина водоспадів: 46€,"Сніданок. Одна з екскурсій на вибір: Бернський Оберланд і долина водоспадів ( Дорослий: 46€ / Діти до 11 років: 36€ ) Глянцева Швейцарія в реальності: озера кольору неба, засніжені вершини, альпійські пейзажі та тиша хвойних лісів. Ми завітаємо в Інтерлакен — місто між двома озерами, і вирушимо до Лаутербруннена — найглибшої долини світу з 72 водоспадами. За бажанням — відвідаємо унікальний підземний водоспад Трюммельбах. Ідеально для фото, спогадів і внутрішнього &ldquo;вау&rdquo; (вх. квиток). Переїзд по Швейцарії. Екскурсія Лугано – сонячний діамант Швейцарії (входить у вартість туру) Швейц",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",5,озеро Комо – Мілан – Бергамо,ли. Вільний час. Для бажаючих: Озеро Комо - джерело натхнення: 38€,"Сніданок. Переїзд в Мілан. Екскурсія Мілан – столиця моди (входить у вартість туру) Мілан – мрія багатьох модниць, місто-бутік, звідки неможливо поїхати без покупки. Мілан поєднує в собі середньовічні пам'ятники і ультрасучасні квартали. Вільний час. Для бажаючих: Озеро Комо - джерело натхнення ( Дорослий: 38€ / Діти: 30€ ) Протягом століть озеро Комо заворожувало своєю чарівною красою. Мальовнича природа, селища в середньовічному стилі, розкішні вілли і сади, а в центрі - блакитна дзеркальна гладь озера, немов перекинуте на землю небо, завершує картину пишноти природи. Бергамо... Два в одному",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",6,Венеція – Острови Мурано та Бурано,з чим. Вільний час або екскурсії на вибір: Вся краса Венеції!: 38€,"Сніданок. Переїзд в Венецію. (дод. опл. громадський транспорт- 30€/26€) Екскурсія Заручена з морем Венеція (входить у вартість туру) Місто на воді, де кам&rsquo;яна казка пливе крізь час. Венеція — це карнавальні маски, гондоли, дзвони Сан-Марко і аромати справжньої італійської кави. Тут канали шепочуть історії, а кожен куточок — як сцена з фільму. Атмосфера, яку не сплутаєш ні з чим. Вільний час або екскурсії на вибір: Вся краса Венеції! ( Дорослий: 38€ / Діти до 16 років: 30€ , до 6 років: 15€ ) Водний круїз- Прогулянка на водному таксі головною &laquo;вулицею&raquo; Венеції — це мандрівка п",600
https://www.accordtour.com/tours/6668,"Бонжорно, Італія + Швейцарія!",7,Відень – Брно – Краків – Львів,За бажанням групи. Одна з екскурсій на вибір: Величний Відень: 26€,"Сніданок. За бажанням групи. Одна з екскурсій на вибір: Величний Відень ( Дорослий: 26€ / Діти до 16 років: 21€ , до 5 років: 0€ ) Таємниче середньовіччя, блискуче 19 століття, круговорот музики, історії, мистецтва – все це Відень, неповторний і прекрасний! ""Це моя воля!"" – цими словами імператор Франц Йосиф розпорядився про будівництво Рінгштрассе, де велично розташувалися будівлі Парламенту, Ратуші, Бургтеатра. Ми також побачимо найвеселішу пам'ятку – химерний будинок Хундертвасер! А на завершення екскурсії – ""відвідаємо"" принца Євгенія Савойського і побачимо дивовижний за своєю красою замок",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",1,Львів – Краків,,"Збір на залізничному вокзалі м. Львів. Відправлення в тур з залізничного вокзалу Львова. (площа Двірцева 1). Переїзд по Україні, перетин кордонів. Екскурсія Королівський Краків (входить у вартість туру) Краків — місто легенд, мистецтва і шарму. Тут хочеться загубитись у вуличках, зупинитись на каву і закохатись у момент. Переїзд на нічліг. Ночівля. <div class=""",363
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",2,Зальцбург – Гальштат,ідчути. За бажанням групи. Озерний рай – долина Зальцкамергут: 46€,"Сніданок. Переїзд в Австрію. Екскурсія Зальцбург – звуки музики (входить у вартість туру) Зальцбург — альпійська казка, де звучить музика Моцарта і живе дух бароко. Його називають північною Флоренцією за велич і витонченість. Тут — палаци, собори, фонтани, сади й атмосфера мистецтва, яка проникає в кожен крок. Це місто, яке хочеться не просто побачити — а відчути. За бажанням групи. Озерний рай – долина Зальцкамергут ( Дорослий: 46€ / Діти до 16 років: 36€ , до 5 років: 0€ ) Понад 50 кришталево чистих озер, альпійські містечка з пастельними фасадами та пейзажі, які виглядають ніби з обкладинки",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",3,Берн – Трюммельбах – Інтерлакен – Мюррен,,"Сніданок. Швейцарія - це рай, її уявляють по-різному і лише опинившись тут кожен знаходить те, що шукав. Сьогодні нас чекають Заповітні куточки Швейцарії: прекрасні гори із засніженими вершинами, альпійські луки, глибокі озера, затишні шалле і святкові альпійські будиночки. Екскурсія Столиця Швейцарії Берн (входить у вартість туру) Прекрасні парки, чудовий Бернський собор, Вартова вежа з астрономічним годинником, де в кінці кожної години можна побачити маленьку виставу, ведмежа яма, в якій з давніх давен живуть ведмеді – почесні жителі міста, символом якого вони є, а чудовий шоколад &laquo;Таб",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",4,Женева – Лозанна – Шийонський замок,ля бажаючих Швейцарська Рив єра і цукерочка на ім я Швейцарія: 68€,"Сніданок. Екскурсія Женева – вишукана дама (входить у вартість туру) Розташувалась на березі чарівного озера Женева, розповідає нам свою історію: Палац Націй, штаб-квартира ООН, Товариство Червоного Хреста. Женева постане перед нами в образі чарівної казки ... Для бажаючих Швейцарська Рив єра і цукерочка на ім я Швейцарія ( Дорослий: 68€ / Діти до 12 років: 46€ + вх. квиток) Швейцарія дивує своєю красою – затишними містами і чудовими будівлями, але справжнє багатство цієї країни – її неповторна природа... Перлина Швейцарської Рив'єри місто Лозанна. Чарівна набережна Вуха Лозанни, де розкинувся",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",5,Ансі – Монблан – Грюйєр,тативні екскурсії на вибір: Незвичайна Франція і гора Монблан: 48€,"Сніданок. Вільний час. Пропонуємо факультативні екскурсії на вибір: Незвичайна Франція і гора Монблан ( Дорослий: 48€ / Діти до 12 років: 38€ + вх. квиток) Ми їдемо підкорювати саму найвищу точку західної Європи - альпійську вершину Монблан (4807 м), яка була і є джерелом натхнення поетів і художників. Хто приїхав сюди одного разу, назавжди залишиться у полоні гірських вершин, освітлених променями Сонця, коли гірський масив Монблан розцвітає гігантською пурпуровою квіткою, піднімаючись над альпійською долиною. Зупинка в місті Шамоні . У вільний час ми рекомендуємо піднятися по найвищій канатні",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",6,Цюрих – Люцерн – Рейнський водоспад,в місто з першого погляду. За бажанням групи. Чарівний Люцерн: 38€,"Сніданок. Екскурсія Неповторний Цюрих (входить у вартість туру) Цюрих - стильне серце Швейцарії, де фінансовий престиж поєднується з альпійським спокоєм. Тут життя пульсує на елегантній Банхофштрассе, а поруч — блиск Цюрихського озера й краєвиди засніжених вершин. Вуличні музиканти, дизайнерські бутики, старовинна архітектура і келих кави з видом - усе тут створено для того, щоб закохатися в місто з першого погляду. За бажанням групи. Чарівний Люцерн ( Дорослий: 38€ / Діти до 16 років: 30€ ) Нас чекає маленьке місто-казка дуже милий і гостинний Люцерн. Люцерн – туристична столиця Швейцарії і н",600
https://www.accordtour.com/tours/633136,"Дивовижний світ 4 дні в Швейцарії Женева, Берн, Люцерн + Монблан",7,Львів – Прага,ти екскурсії і програми на вибір: Таємниці королів – Градчани: 18€,"Сніданок. Екскурсія Зустріч з Прагою (входить у вартість туру) У лабіринтах маленьких вуличок ви поринете в таємничу атмосферу Старого міста. Староміська площа та Астрономічний годинник з небесною механікою на ратуші, Карлова вулиця... І Карлів міст! Потрібно тут зупинитися для того, щоб загадати бажання! Рекомендуємо відвідати екскурсії і програми на вибір: Таємниці королів – Градчани ( Дорослий: 18€ / Діти до 16 років: 13€ , до 6 років: 0€ ) Дізнатися про життя королів і придворних, про палацові інтриги і змови, злочини і покарання, які відбувалися з найсвітліших спонукань – в ім'я віри і де",600
https://www.accordtour.com/tours/111013,Святкова Прага!!! Виїзд з Києва,1,Київ – Краків,всіх бажаючих рекомендуємо екскурсії: Серце Кракова – Казімеж: 18€,"Виїзд в тур з Києва. Місце відправлення: Південний термінал, залізничний вокзал. По маршруту зупинки для посадки туристів в Житомирі, Рівному (час і місце посадки буде вказано додатково в інфолисті). Можливість приєднатись до туру у Львові. Залізничний вокзал: пл. Двірцева, 1. Перетин кордону. Переїзд в Краків. Оглядова екскурсія Екскурсія Королівський Краків (входить у вартість туру) Краків — місто легенд, мистецтва і шарму. Тут хочеться загубитись у вуличках, зупинитись на каву і закохатись у момент. Для всіх бажаючих рекомендуємо екскурсії: Серце Кракова – Казімеж ( Дорослий: 18€ / Діти: 13",600
https://www.accordtour.com/tours/111013,Святкова Прага!!! Виїзд з Києва,2,Прага – Градчани – Влтава,Вільний час. Для всіх бажаючих: Таємниці королів – Градчани: 18€,"Сніданок. Переїзд в Прагу. Оглядова екскурсія. Екскурсія Прага – місто легенд (входить у вартість туру) Прага вважається одним з найкрасивіших міст Європи, яке багато століть захоплює і не перестає дивувати !!! Кожна людина Прагу, безсумнівно, бачила на картинках, чула про неї, але, мабуть, досить мріяти, пора все це побачити своїми очима ... Вільний час. Для всіх бажаючих: Таємниці королів – Градчани ( Дорослий: 18€ / Діти до 16 років: 13€ , до 6 років: 0€ ) Дізнатися про життя королів і придворних, про палацові інтриги і змови, злочини і покарання, які відбувалися з найсвітліших спонукань – ",600
https://www.accordtour.com/tours/111013,Святкова Прага!!! Виїзд з Києва,3,Прага – Дрезден – Саксонська Швейцарія – Дрезденська картинна галерея,ів. У вільний час рекомендуємо відвідати: Саксонський Дрезден: 38€,"Сніданок. Вільний час для шопінгу в Празі. Чехія дуже популярна як країна, де можна обзавестися хорошими речами. Прага - це центр місцевого шопінгу. Тут можна купити все, що завгодно. Знамениті чеські гранати, вироби з влтавіна і богемського скла. Кришталеві люстри і біжутерія, а ще взуття та одяг. І, звичайно ж, величезна кількість сувенірів. У вільний час рекомендуємо відвідати: Саксонський Дрезден ( Дорослий: 38€ / Діти: 30€ ) Протягом семи століть місто було резиденцією герцогів і королів. Дрезден відомий своїми архітектурними ансамблями, скарбами музеїв, колекціями живопису і прекрасною п",600
https://www.accordtour.com/tours/111013,Святкова Прага!!! Виїзд з Києва,4,Прага – Чеський Крумлов – Карлові Вари – Кутна Гора,ідати на вибір: Королівський відпочинок – курорт Карлові Вари: 30€; урортних оркестрів... Мальовнича і романтична Південна Чехія.: 38€,"Сніданок. Вільний час в Празі. У вільний час рекомендуємо відвідати на вибір: Королівський відпочинок – курорт Карлові Вари ( Дорослий: 30€ / Діти: 26€ ) Наш шлях веде в одну з мальовничих долин в Західній Чехії, в курортне місто – Карлові Вари. Це царство мінеральних джерел, лікеру Бехеровка, скла та порцеляни. Місто з чудовою архітектурою, спокійним дзюрчанням води, солодким запахом вафель та романтичною музикою курортних оркестрів... Мальовнича і романтична Південна Чехія. ( Дорослий: 38€ / Діти: 33€ ) Романтичний край з безкрайніми лісами та озерами, маленькими містечками, старовинними зам",600
https://www.accordtour.com/tours/111013,Святкова Прага!!! Виїзд з Києва,5,Львів – Рівне – Житомир – Київ,,"Переїзд по території Польщі. Повернення в Україну. Перетин кордону. Санітарна зупинка у Львові. Місце зупинки ж.д вокзал м. Львів. Можливість завершити тур у Львові. Для всіх, хто хоче більше пізнати Львів, пропонуємо екскурсії: Серце Львова – Старе місто ( Дорослий: 100грн. / Діти до 12 років: 80грн. ) Львів - прекрасний і романтичний, в ньому свій шарм і краса. Сьогодні ми пройдемо старовинними вузькими вуличками, де зможемо відчути дух та атмосферу середньовічних кварталів, помилуватися архітектурними шедеврами, які створювалися багатьма поколіннями талановитих львів&rsquo;ян. Площа Ринок, ",600
https://www.accordtour.com/tours/6858,Прикольними містами: Дрезден + Прага + Брно + Краків!!!,1,Львів – Краків,Рекомендуємо відвідати на вибір: Казімеж – особлива атмосфера: 18€; богемний район із креативним настроєм Пива багато не буває: 30€,"Збір на Львівському залізничному вокзалі. Перетин кордону. Переїзд по території Польщі Переїзд до Кракова. Екскурсія Королівський Краків (входить у вартість туру) Краків — місто легенд, мистецтва і шарму. Тут хочеться загубитись у вуличках, зупинитись на каву і закохатись у момент. Рекомендуємо відвідати на вибір: Казімеж – особлива атмосфера ( Дорослий: 18€ / Діти до 16 років: 13€ , до 5 років: 0€ ) Казімеж — богемний район із креативним настроєм Пива багато не буває ( Дорослий: 30€ / Діти: 26€ ) У Польщі варять гарне пиво і знають про нього безліч історій. Пропонуємо Вам спробувати польську ",600
https://www.accordtour.com/tours/6858,Прикольними містами: Дрезден + Прага + Брно + Краків!!!,2,Дрезден – Саксонська Швейцарія – Усті-над-Лабем,с пропонуємо відвідати на вибір: Дрезденська картинна галерея: 18€,"Сніданок. Переїзд в Дрезден Пропонуємо екскурсію Екскурсія Зустріч в Дрездені (входить у вартість туру) Протягом семи століть місто було резиденцією герцогів і королів. Дрезден відомий своїми архітектурними ансамблями, скарбами музеїв, колекціями живопису і прекрасною панорамою берегів Ельби. Екскурсія по Старому місту – Театральна площа з Дрезденською оперою в центрі. Розкішні будівлі Цвінгера. У вільний час пропонуємо відвідати на вибір: Дрезденська картинна галерея ( Дорослий: 18€ / Діти до 16 років: 16€ + вх. квиток) У галереї старих майстрів одне з найбільших у світі зібрань живопису XV-X",600
https://www.accordtour.com/tours/6858,Прикольними містами: Дрезден + Прага + Брно + Краків!!!,3,Прага – Карлові Вари,час рекомендуємо відвідати: Прогулянка на кораблику по Влтаві: 38€,"Сніданок. Пішохідна екскурсія Екскурсія Прага – місто легенд (входить у вартість туру) Прага вважається одним з найкрасивіших міст Європи, яке багато століть захоплює і не перестає дивувати!!! Староміська площа та Астрономічний годинник, чудовий храм Діви Марії перед Тином, легендарний Карлів міст, Золота вуличка, Вацлавська площа, Карлова вулиця... Всього й не перерахувати! Усю цю красу ми, безсумнівно, бачили на картинках, чули про них, але, мабуть, досить мріяти, пора все це побачити своїми очима... У вільний час рекомендуємо відвідати: Прогулянка на кораблику по Влтаві ( Дорослий: 38€ / Ді",600
https://www.accordtour.com/tours/6858,Прикольними містами: Дрезден + Прага + Брно + Краків!!!,4,Брно – Моравський Крас – Львів,реїзд в Брно Всім бажаючим пропонуємо: Брно - столиця Моравії: 18€; ричними пам'ятками. Унікальна краса Моравії – Моравський Крас: 18€,"Ранній сніданок Переїзд в Брно Всім бажаючим пропонуємо: Брно - столиця Моравії ( Дорослий: 18€ / Діти до 16 років: 18€ ) Це прекрасне чеське містечко храмів і монастирів, воно не схоже на інші чеські міста і тому дуже цікаве. Тут особливі люди, особливі характери, манера одягатись та й діалект інший - моравський... Це місто багате легендами та історичними пам'ятками. Унікальна краса Моравії – Моравський Крас ( Дорослий: 18€ / Діти: 13€ + вх. квиток) На північному сході Чехії є природний заповідник – Моравський Крас. Тут, в надрах моравської землі ховається цілий світ підземних палаців і галер",600
https://www.accordtour.com/tours/1118312,"Мюнхен і компанія: Краків, Прага, Відень!",1,Львів – Краків,,"Зустріч на залізничному вокзалі Львів ( пл. Двірцева 1) Перетин кордону. Відправлення в тур. Переїзд до Кракова. Оглядова екскурсія. Екскурсія Краків -королівський шлях (входить у вартість туру) Шлях, по якому протягом багатьох сторіч проїжджали польські королі: місце де переплітаються легенди... Найстаріша частина міста - Ринкова площа, один із найстаріших університетів Європи - Ягелонський університет, середньовічний центр торгівлі - торгові ряди, де Ви можете придбати сувеніри на згадку про проведені тут хвилини... Рекомендуємо відвідати на вибір: Польський Акрополь Вавельський замок ( Доро",600
https://www.accordtour.com/tours/1118312,"Мюнхен і компанія: Краків, Прага, Відень!",2,Прага – Мюнхен,час рекомендуємо відвідати: Прогулянка на кораблику по Влтаві: 36€,"Сніданок. Пішохідна екскурсія Екскурсія Прага – місто легенд (входить у вартість туру) Прага вважається одним з найкрасивіших міст Європи, яке багато століть захоплює і не перестає дивувати!!! Староміська площа та Астрономічний годинник, чудовий храм Діви Марії перед Тином, легендарний Карлів міст, Золота вуличка, Вацлавська площа, Карлова вулиця... Всього й не перерахувати! Усю цю красу ми, безсумнівно, бачили на картинках, чули про них, але, мабуть, досить мріяти, пора все це побачити своїми очима... У вільний час рекомендуємо відвідати: Прогулянка на кораблику по Влтаві ( Дорослий: 36€ / Ді",600
https://www.accordtour.com/tours/1118312,"Мюнхен і компанія: Краків, Прага, Відень!",3,Мюнхен – Замок Нойшванштайн,ені запрошуємо відвідати на вибір: Фантазії короля Людвіга...: 48€,"Сніданок. Екскурсія Екскурсія Мюнхен – Легенда Баварії... (входить у вартість туру) Нас запрошує ""Німецький Рим"" – місто з чудовою атмосферою гостинності, по якому хочеться блукати з ранку до вечора... Нігде в Німеччині так не оберігають народні традиції, як тут, і навіть національні костюми носять не тільки у свята. Мюнхен славиться дивовижною історією, всесвітньо відомим пивом, смаженими ковбасками і найбільшим в світі святом ""Октоберфест"". У вільний час в Мюнхені запрошуємо відвідати на вибір: Фантазії короля Людвіга... ( Дорослий: 48€ / Діти: 48€ + вх. квиток) На півдні Німеччини, біля під",600
https://www.accordtour.com/tours/1118312,"Мюнхен і компанія: Краків, Прага, Відень!",4,Відень – Львів,Запрошуємо на екскурсію Пішохідна екскурсія Віденський вальс: 18€,"Сніданок. Пересування на громадському транспорті (квитки на транспорт оплачуються додатково). Вільний час у Відні. Запрошуємо на екскурсію Пішохідна екскурсія Віденський вальс ( Дорослий: 18€ / Діти: 18€ ) Таємниче середньовіччя, блискуче 19 століття, звуки музики, історії, мистецтва - все це Відень, неповторний, гордий та прекрасний! &laquo;Це моя воля!&raquo; - Цими словами імператор Франц Йосиф розпорядився про будівництво Рінгштрассе, де велично розташувалися будівлі Парламенту, Ратуші, Бургтеатра. Ми прогуляємося по самому серцю Відня: площа Марії Терезії, імперський Хофбург, Кертнер, Гра",600
https://www.accordtour.com/tours/1118338,"Відень, я вже їду!",1,Львів – Краків – Краківський Аквапарк,,"Відправлення в тур. (Місце відправки: залізничний вокзал м.Львів, площа Двірцева 1) Можливість приєднатись до туру у Львові. Залізничний вокзал: пл. Двірцева, 1. Перетин кордону. Переїзд в Краків. Екскурсія Королівський шлях Краків (входить у вартість туру) Шлях, по якому протягом багатьох сторіч проїжджали польські королі: місце де переплітаються легенди... Найстаріша частина міста - Ринкова площа, один із найстаріших університетів Європи - Ягелонський університет, середньовічний центр торгівлі – торгові ряди, де Ви можете придбати сувеніри на згадку про проведені тут хвилини... Ласощі польсь",600
https://www.accordtour.com/tours/1118338,"Відень, я вже їду!",2,Відень – Шенбрунн – Палац Бельведер,У вільний час пропонуємо відвідати на вибір: Величний Відень: 26€,"Сніданок. Прибуття до Відня. Оглядова екскурсія. Екскурсія Відень – класика звуків (входить у вартість туру) Одна з найчарівніших і найпривабливіших столиць Європи... Місто відомих палаців і широких імперських площ, місто художників і великих музикантів, місто ароматної кави і знаменитого яблучного штруделя... Віденська опера, Хофбург – офіційна імператорська резиденція, Ринг, Ратуша, Парламент, собор святого Стефана... мистецтво і музика, цукерки і романтика... Ось такий Він – Відень!!! У вільний час пропонуємо відвідати на вибір: Величний Відень ( Дорослий: 26€ / Діти: 21€ ) Таємниче середнь",600
https://www.accordtour.com/tours/1118338,"Відень, я вже їду!",3,Відень – Долина Красунь – Мельк – замок Кройцштайн – Баден – Будапешт,опонуємо відвідати екскурсії на вибір: Казки віденського лісу: 38€,"Сніданок. Вільний час. Пропонуємо відвідати екскурсії на вибір: Казки віденського лісу ( Дорослий: 38€ / Діти: 30€ + вх. квиток) Під час екскурсії ми відвідаємо Абатство Святого Хреста, заснованого монахами в 12 столітті. Потім зупинимося біля середньовічного замку Ліхтенштейн, а ще - обов'язково відвідаємо милий і романтичний Баден, сповнений ідилії і чарівності, розташований всього в 26 км від Відня - близько і в той же час досить далеко, щоб дозволити відпочити від суєти і шуму великого міста. Здається, що час тут призупинив свій біг, щоб не турбувати спокій людини і дати йому можливість по",600
